Time (sec),Mach,CD,Thrust (lb),Weight (lb),Drag (lb),Accel-R (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Vel-R (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Altitude (ft),Distance (ft)
0.4199999,0.2312423,0.6214603,351.6935,16.41556,1.393282,654.403828308452,654.403828307078,0.00134078136363106,266.895427434795,266.895427434285,0.000521574552685486,56.81324,0.0001066634
0.4299999,0.2370568,0.6218665,352.3909,16.3986,1.465061,656.34169456271,656.34169456133,0.00134618109442916,273.458844233717,273.458844233194,0.000535036363328883,59.54782,0.0001119465
0.4399998,0.2428887,0.622201,353.0884,16.3816,1.538724,658.281277430778,658.281277429391,0.00135155499557715,280.041656860888,280.041656860351,0.000548551912982558,62.34824,0.0001173644
0.4499998,0.248738,0.6224698,353.7858,16.36456,1.614279,660.222704069231,660.222704067837,0.00135690609872411,286.643883754009,286.643883753458,0.000562120973666507,65.21468,0.0001229178
0.4599998,0.2546047,0.6228631,354.4834,16.3475,1.692237,662.164957225444,662.164957224043,0.00136223355500829,293.265533178258,293.265533177693,0.000575743308912107,68.14733,0.0001286071
0.4699998,0.2604888,0.6232551,355.1809,16.3304,1.772307,664.108609104018,664.10860910261,0.00136753869835529,299.906619120858,299.906619120279,0.000589418695589991,71.1464,0.0001344329
0.4799998,0.2663904,0.6236001,355.8785,16.31326,1.854369,666.054104752979,666.054104751564,0.00137282443914822,306.567160019513,306.56716001892,0.000603146939674623,74.21207,0.0001403957
0.4899998,0.2723095,0.6239016,356.5761,16.29609,1.938434,668.000935546013,668.000935544591,0.00137809017105726,313.247169225664,313.247169225056,0.000616927841077168,77.34454,0.0001464961
0.4999998,0.278246,0.6241633,357.2941,16.27889,2.024518,669.989664431616,669.989664430188,0.00138341714227759,319.947065720226,319.947065719604,0.000630762012190726,80.54401,0.0001527346
0.5099998,0.2842003,0.6243884,358.1661,16.26166,2.112636,672.284840671077,672.284840669641,0.00138932813037548,326.669913976669,326.669913976033,0.000644655293183942,83.81071,0.0001591117
0.5199998,0.2901753,0.6245799,359.0383,16.24438,2.202844,674.582560042103,674.58256004066,0.00139522577921744,333.41573942631,333.415739425659,0.000658607550664259,87.14487,0.000165628
0.5299998,0.2961709,0.6247404,359.9104,16.22707,2.295156,676.883076857854,676.883076856404,0.00140111057386732,340.184570043593,340.184570042928,0.00067261865608976,90.54672,0.0001722841
0.5399998,0.3021871,0.6248723,360.7827,16.20971,2.38959,679.186136805171,679.186136803714,0.00140698384825073,346.976431259834,346.976431259155,0.000686688494257782,94.01649,0.0001790806
0.5499998,0.308224,0.6249779,361.6549,16.19231,2.48616,681.491803462346,681.491803460882,0.00141284535983573,353.791349142132,353.791349141438,0.000700816947540344,97.5544,0.0001860182
0.5599998,0.3142815,0.6250591,362.5272,16.17487,2.584883,683.800013251088,683.800013249616,0.00141869644254792,360.629349121802,360.629349121093,0.00071500391164872,101.1607,0.0001930973
0.5699998,0.3203599,0.6251179,363.3995,16.15739,2.685773,686.111020484553,686.111020483074,0.00142453830904692,367.49045917329,367.490459172566,0.00072924929442078,104.8356,0.0002003185
0.5799997,0.3264589,0.6251559,364.2719,16.13986,2.78885,688.424380114719,688.424380113233,0.00143037035300293,374.374702820562,374.374702819824,0.000743552997631097,108.5793,0.0002076825
0.5899997,0.3325788,0.6251748,365.1443,16.1223,2.894126,690.740664346186,690.740664344693,0.00143619342327768,381.282109309631,381.282109308878,0.00075791493154286,112.3922,0.0002151899
0.5999997,0.3387194,0.625176,366.0168,16.10468,3.001621,693.059428130932,693.059428129432,0.00144200800493502,388.212703436029,388.212703435261,0.000772335011269896,116.2743,0.0002228411
0.6099997,0.3448809,0.6251609,366.8893,16.08703,3.111352,695.380925782112,695.380925780605,0.00144781506810265,395.16651253842,395.166512537637,0.000786813161627311,120.226,0.0002306369
0.6199997,0.3510633,0.6251308,367.7619,16.06934,3.223333,697.704775829992,697.704775828478,0.00145361412771674,402.143560140771,402.143560139973,0.00080134930257957,124.2474,0.0002385777
0.6299997,0.3572666,0.6250867,368.6345,16.0516,3.337582,700.031423322596,700.031423321075,0.00145940627517093,409.143874217528,409.143874216714,0.000815943365005077,128.3388,0.0002466641
0.6399997,0.3634908,0.6250297,369.5071,16.03382,3.454115,702.3604232119,702.360423210372,0.00146519199552909,416.167478292657,416.167478291828,0.000830595284632872,132.5005,0.0002548968
0.6499997,0.3697359,0.624961,370.3799,16.016,3.572951,704.692284124217,704.692284122682,0.00147097104625929,423.214400976388,423.214400975544,0.000845304994766677,136.7327,0.0002632763
0.6599997,0.376002,0.6248813,371.2526,15.99814,3.694106,707.026561011523,707.026561009981,0.00147674451875519,430.284666428471,430.284666427611,0.000860072439624151,141.0355,0.0002718032
0.6699997,0.3822892,0.6247916,372.1254,15.98024,3.817599,709.363317452107,709.363317450558,0.00148251277681469,437.378299444437,437.378299443562,0.00087489756706093,145.4093,0.0002804781
0.6799996,0.3885974,0.6246926,372.9982,15.96229,3.943444,711.702617024258,711.702617022702,0.00148827497157603,444.495325455602,444.495325454711,0.000889780316444035,149.8542,0.0002893014
0.6899996,0.3949267,0.6245852,373.8711,15.9443,4.07166,714.044523306266,714.044523304703,0.00149403255823079,451.635770529063,451.635770528157,0.000904720641692401,154.3706,0.000298274
0.6999996,0.401277,0.6244699,374.744,15.92627,4.202266,716.388909141551,716.388909139981,0.00149978577931088,458.799659460353,458.799659459431,0.000919718499150282,158.9586,0.0003073961
0.7099996,0.4076485,0.6243474,375.6169,15.9082,4.335278,718.735901686693,718.735901685116,0.0015055336646886,465.98701831657,465.987018315632,0.000934773835460655,163.6185,0.0003166686
0.7199996,0.4140412,0.6242185,376.49,15.89009,4.470716,721.085373785114,721.08537378353,0.00151127863968321,473.197871893245,473.197871892292,0.00094988662151969,168.3504,0.0003260919
0.7299996,0.4204549,0.6240835,377.363,15.87193,4.608595,723.437389015101,723.43738901351,0.00151701912783719,480.432245621695,480.432245620726,0.000965056812458982,173.1548,0.0003356666
0.7399996,0.42689,0.623943,378.2361,15.85373,4.748934,725.791693063498,725.791693061901,0.0015227565843421,487.690162390103,487.690162389118,0.00098028437796204,178.0317,0.0003453933
0.7499996,0.4333462,0.6237975,379.1093,15.83549,4.891751,728.148667400042,728.148667398438,0.00152849003907022,494.971648901349,494.971648900348,0.000995569278011098,182.9814,0.0003552726
