Time (sec),Mach,CD,Thrust (lb),Weight (lb),Drag (lb),Accel-R (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Vel-R (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Altitude (ft),Distance (ft)
15.57026,0.3437766,0.6422006,0,14.01353,2.155885,-37.0910493876085,-37.0910493876026,-0.0000209528105626938,372.43124226188,372.431242258534,0.00157879244886075,10642.92,0.02786832
15.58026,0.3434393,0.642171,0,14.01353,2.151218,-37.0803284985953,-37.0803284985894,-0.000020925501088882,372.060438985185,372.060438981836,0.00157858319385454,10646.64,0.02788411
15.59026,0.343102,0.6421411,0,14.01353,2.146557,-37.0696195305113,-37.0696195305054,-0.0000208981897202896,371.689742798168,371.689742794817,0.00157837421196201,10650.36,0.02789989
15.60026,0.3427649,0.6421112,0,14.01353,2.141904,-37.0589185097134,-37.0589185097075,-0.0000208709181420912,371.319153621357,371.319153618003,0.00157816550278525,10654.07,0.02791567
15.61026,0.3424278,0.6420811,0,14.01353,2.137259,-37.0482373571309,-37.048237357125,-0.0000208436787751643,370.948671256069,370.948671252713,0.00157795706600216,10657.78,0.02793145
15.62026,0.3420908,0.6420509,0,14.01353,2.132619,-37.0375800464068,-37.037580046401,-0.0000208164450925793,370.578295463887,370.578295460528,0.00157774890155589,10661.49,0.02794723
15.63026,0.3417539,0.6420206,0,14.01353,2.127987,-37.026938630255,-37.0269386302492,-0.0000207892417264851,370.208026085863,370.208026082502,0.00157754100914327,10665.19,0.02796301
15.64026,0.3414171,0.6419901,0,14.01353,2.123362,-37.0163011877463,-37.0163011877405,-0.000020762061097759,369.837863082262,369.837863078898,0.00157733338853693,10668.89,0.02797878
15.65026,0.3410804,0.6419595,0,14.01353,2.118743,-37.0056915607392,-37.0056915607334,-0.0000207348994168396,369.467806174928,369.467806171562,0.0015771260395474,10672.58,0.02799456
15.66026,0.3407437,0.6419289,0,14.01353,2.11413,-36.9950898810182,-36.9950898810124,-0.0000207077566837268,369.09785528439,369.097855281021,0.00157691896198519,10676.28,0.02801033
15.67026,0.3404071,0.641898,0,14.01353,2.109525,-36.9845001222264,-36.9845001222206,-0.0000206806328984208,368.728010291437,368.728010288066,0.00157671215566083,10679.96,0.02802609
15.68026,0.3400707,0.641867,0,14.01353,2.104927,-36.9739302316499,-36.9739302316441,-0.0000206535413243862,368.358270997388,368.358270994014,0.0015765056202522,10683.65,0.02804186
15.69026,0.3397343,0.641836,0,14.01353,2.100335,-36.9633802092889,-36.9633802092831,-0.000020626459224255,367.988637203559,367.988637200183,0.00157629935566457,10687.33,0.02805762
15.70026,0.339398,0.6418048,0,14.01353,2.095751,-36.9528381342139,-36.9528381342082,-0.0000205994112301758,367.61910883048,367.619108827101,0.00157609336155687,10691,0.02807339
15.71026,0.3390617,0.6417734,0,14.01353,2.091173,-36.9423238746405,-36.9423238746348,-0.000020572389763026,367.249685599993,367.249685596612,0.00157588763766384,10694.68,0.02808915
15.72026,0.3387256,0.6417419,0,14.01353,2.086601,-36.9318175623532,-36.9318175623475,-0.0000205453720854376,366.880367432627,366.880367429243,0.00157568218394758,10698.34,0.0281049
15.73026,0.3383895,0.6417103,0,14.01353,2.082039,-36.9213271446383,-36.9213271446326,-0.0000205184017773659,366.511154169435,366.511154166049,0.00157547699993439,10702.01,0.02812066
15.74026,0.3380535,0.6416786,0,14.01353,2.077481,-36.9108526214956,-36.9108526214899,-0.0000204914390484169,366.142045651473,366.142045648084,0.00157527208554849,10705.67,0.02813641
15.75027,0.3377176,0.6416467,0,14.01353,2.07293,-36.9003900192822,-36.9003900192765,-0.0000204644895829327,365.77304175953,365.773041756139,0.00157506744065723,10709.33,0.02815217
15.76027,0.3373818,0.6416148,0,14.01353,2.068386,-36.8899512589272,-36.8899512589215,-0.0000204375609600358,365.404142255189,365.404142251795,0.0015748630650522,10712.98,0.02816792
15.77027,0.3370461,0.6415827,0,14.01353,2.063848,-36.8795204458584,-36.8795204458527,-0.0000204106683379716,365.035347058976,365.03534705558,0.00157465895837338,10716.63,0.02818366
15.78027,0.3367104,0.6415504,0,14.01353,2.059318,-36.8691095010048,-36.8691095009992,-0.0000203837908741528,364.66665597221,364.666655968811,0.00157445512046919,10720.28,0.02819941
15.79027,0.3363749,0.641518,0,14.01353,2.054794,-36.8587104770806,-36.858710477075,-0.0000203569342529215,364.29806887568,364.298068872279,0.00157425155113121,10723.92,0.02821515
15.80027,0.3360394,0.6414855,0,14.01353,2.050278,-36.8483313213717,-36.8483313213661,-0.0000203301098429615,363.929585570706,363.929585567302,0.00157404825003732,10727.56,0.02823089
15.81027,0.335704,0.6414528,0,14.01353,2.045768,-36.837960112949,-36.8379601129434,-0.0000203033005912468,363.561205977813,363.561205974406,0.00157384521703595,10731.2,0.02824663
15.82027,0.3353687,0.6414201,0,14.01353,2.041264,-36.8276087727416,-36.827608772736,-0.0000202765008134356,363.192929898319,363.19292989491,0.00157364245203235,10734.83,0.02826237
15.83027,0.3350334,0.6413872,0,14.01353,2.036767,-36.8172812743927,-36.8172812743871,-0.0000202497408260184,362.824757093807,362.824757090395,0.00157343995462862,10738.46,0.0282781
15.84027,0.3346983,0.6413541,0,14.01353,2.032277,-36.8069577496868,-36.8069577496812,-0.0000202229884177239,362.456687524539,362.456687521125,0.00157323772474896,10742.08,0.02829384
15.85027,0.3343632,0.6413209,0,14.01353,2.027793,-36.7966501195532,-36.7966501195477,-0.0000201962511676748,362.088721031571,362.088721028154,0.0015730357622418,10745.7,0.02830957
15.86027,0.3340282,0.6412876,0,14.01353,2.023316,-36.7863583839919,-36.7863583839864,-0.0000201695518132391,361.720857455955,361.720857452536,0.00157283406672818,10749.32,0.0283253
15.87027,0.3336933,0.6412541,0,14.01353,2.018846,-36.7760825430029,-36.7760825429974,-0.0000201428695118294,361.353096638748,361.353096635326,0.00157263263803756,10752.93,0.02834103
15.88027,0.3333585,0.6412206,0,14.01353,2.014382,-36.7658305438724,-36.7658305438669,-0.0000201162080530072,360.98543834153,360.985438338105,0.00157243147596153,10756.54,0.02835675
15.89027,0.3330237,0.6411868,0,14.01353,2.009926,-36.7555785447419,-36.7555785447364,-0.0000200895731211143,360.6178825643,360.617882560873,0.00157223058023481,10760.15,0.02837248
15.90027,0.3326891,0.641153,0,14.01353,2.005476,-36.7453623083991,-36.7453623083936,-0.0000200629476631248,360.250428949432,360.250428946002,0.00157202995076266,10763.75,0.0283882
15.91027,0.3323545,0.641119,0,14.01353,2.001032,-36.7351420984131,-36.7351420984076,-0.0000200363430477226,359.883077536662,359.883077533229,0.00157182958733666,10767.35,0.02840392
15.92027,0.33202,0.6410848,0,14.01353,1.996595,-36.7249497039286,-36.7249497039232,-0.0000200097687488112,359.515828047833,359.515828044398,0.00157162948965364,10770.95,0.02841963
15.93027,0.3316855,0.6410506,0,14.01353,1.992164,-36.7147612830873,-36.7147612830819,-0.0000199832096081452,359.148680443212,359.148680439774,0.00157142965756203,10774.54,0.02843535
15.94027,0.3313512,0.6410162,0,14.01353,1.987741,-36.7046006777475,-36.7046006777421,-0.0000199566807839699,358.781634444641,358.781634441201,0.00157123009075865,10778.13,0.02845106
15.95027,0.331017,0.6409816,0,14.01353,1.983323,-36.6944400724077,-36.6944400724023,-0.0000199301595389172,358.414690052122,358.414690048679,0.00157103078916772,10781.71,0.02846677
15.96027,0.3306828,0.6409469,0,14.01353,1.978912,-36.6842993352832,-36.6842993352778,-0.0000199036610312327,358.047847066972,358.047847063526,0.00157083175256186,10785.29,0.02848248
15.97027,0.3303486,0.6409121,0,14.01353,1.974509,-36.6741784663741,-36.6741784663687,-0.0000198772004191615,357.681105290508,357.68110528706,0.00157063298056211,10788.87,0.02849819
15.98027,0.3300146,0.6408771,0,14.01353,1.970111,-36.6640695183943,-36.6640695183889,-0.000019850741701871,357.314464603522,357.314464600071,0.00157043447314953,10792.44,0.0285139
15.99027,0.3296807,0.640842,0,14.01353,1.965721,-36.6539804386298,-36.6539804386244,-0.0000198243170906326,356.947924807332,356.947924803878,0.00157023622998305,10796.01,0.0285296
16.00027,0.3293468,0.6408068,0,14.01353,1.961336,-36.6439032797944,-36.6439032797891,-0.0000197979038480783,356.581485782728,356.581485779271,0.00157003825094899,10799.58,0.0285453
16.01027,0.329013,0.6407714,0,14.01353,1.956957,-36.6338380418884,-36.6338380418831,-0.0000197715095533306,356.215147410499,356.21514740704,0.00156984053585788,10803.14,0.028561
16.02027,0.3286794,0.6407359,0,14.01353,1.952586,-36.6237926721977,-36.6237926721924,-0.0000197451398907317,355.848909491966,355.848909488504,0.00156964308446339,10806.7,0.0285767
16.03027,0.3283457,0.6407002,0,14.01353,1.948222,-36.6137671707224,-36.6137671707171,-0.0000197187910707201,355.482771828446,355.482771824981,0.00156944589655709,10810.25,0.02859239
16.04027,0.3280122,0.6406644,0,14.01353,1.943864,-36.6037496165332,-36.6037496165279,-0.0000196924706724186,355.116734340464,355.116734336997,0.00156924897185477,10813.8,0.02860809
16.05027,0.3276787,0.6406285,0,14.01353,1.939512,-36.5937400096302,-36.5937400096249,-0.0000196661635375818,354.75079694855,354.75079694508,0.00156905231022379,10817.35,0.02862378
16.06027,0.3273453,0.6405923,0,14.01353,1.935167,-36.5837582182287,-36.5837582182234,-0.0000196398791401131,354.384959374548,354.384959371075,0.00156885591143678,10820.89,0.02863947
16.07027,0.327012,0.6405561,0,14.01353,1.930828,-36.5737923213995,-36.5737923213942,-0.0000196136099008897,354.019221459511,354.019221456036,0.00156865977534216,10824.43,0.02865515
16.08027,0.3266788,0.6405197,0,14.01353,1.926496,-36.5638343718564,-36.5638343718512,-0.0000195873652938151,353.653583123968,353.65358312049,0.0015684639016936,10827.97,0.02867084
16.09027,0.3263457,0.6404831,0,14.01353,1.92217,-36.5538764223133,-36.5538764223081,-0.0000195611320554245,353.288044367918,353.288044364437,0.00156826829037742,10831.5,0.02868652
16.10027,0.3260126,0.6404465,0,14.01353,1.91785,-36.5439502619148,-36.5439502619096,-0.0000195349272387439,352.92260487347,352.922604869986,0.0015680729411094,10835.03,0.0287022
16.11027,0.3256796,0.6404096,0,14.01353,1.913538,-36.5340399960887,-36.5340399960835,-0.0000195087489489928,352.557264481677,352.557264478191,0.00156787785362427,10838.56,0.02871788
16.12027,0.3253467,0.6403727,0,14.01353,1.909231,-36.5241495984779,-36.5241495984727,-0.0000194825820279256,352.192022993859,352.19202299037,0.00156768302780835,10842.08,0.02873356
16.13027,0.3250138,0.6403356,0,14.01353,1.90493,-36.5142592008671,-36.5142592008619,-0.0000194564302651038,351.826880410015,351.826880406523,0.00156748846351005,10845.6,0.02874924
16.14027,0.3246811,0.6402983,0,14.01353,1.900637,-36.5043926451147,-36.5043926451095,-0.0000194303107135535,351.461836491726,351.461836488231,0.00156729416040726,10849.11,0.02876491
16.15027,0.3243484,0.6402609,0,14.01353,1.896351,-36.4945419839347,-36.4945419839295,-0.0000194042138993712,351.096891080046,351.096891076549,0.0015671001182726,10852.62,0.02878058
16.16027,0.3240158,0.6402233,0,14.01353,1.89207,-36.4846992700407,-36.4846992700356,-0.0000193781303486536,350.732044095504,350.732044092004,0.00156690633697344,10856.13,0.02879625
16.17027,0.3236833,0.6401856,0,14.01353,1.887795,-36.4748803980052,-36.4748803980001,-0.0000193520600614007,350.36729529968,350.367295296177,0.00156671281637715,10859.63,0.02881192
16.18027,0.3233508,0.6401477,0,14.01353,1.883528,-36.4650654996128,-36.4650654996077,-0.0000193260219854192,350.002644652838,350.002644649332,0.00156651955616162,10863.13,0.02882759
16.19028,0.3230185,0.6401098,0,14.01353,1.879267,-36.4552664957927,-36.4552664957876,-0.000019299999067683,349.63809199603,349.638091992522,0.00156632655617526,10866.63,0.02884325
16.20028,0.3226862,0.6400716,0,14.01353,1.875011,-36.4454992811172,-36.4454992811121,-0.0000192739969925343,349.273637011368,349.273637007857,0.00156613381620964,10870.12,0.02885892
16.21028,0.322354,0.6400333,0,14.01353,1.870763,-36.4357320664417,-36.4357320664366,-0.0000192480195495342,348.909279698851,348.909279695337,0.00156594133601845,10873.61,0.02887458
16.22028,0.3220219,0.6399949,0,14.01353,1.86652,-36.4259807463385,-36.4259807463334,-0.0000192220496856569,348.545019899533,348.545019896016,0.00156574911552589,10877.1,0.02889024
16.23028,0.3216898,0.6399562,0,14.01353,1.862284,-36.4162373735214,-36.4162373735163,-0.0000191961101382703,348.18085753394,348.18085753042,0.0015655571544288,10880.58,0.02890589
16.24028,0.3213578,0.6399174,0,14.01353,1.858055,-36.4065218162058,-36.4065218162008,-0.0000191701819595677,347.816792323917,347.816792320395,0.00156536545261349,10884.06,0.02892155
16.25028,0.3210259,0.6398786,0,14.01353,1.853831,-36.3968062588902,-36.3968062588852,-0.0000191442784130138,347.452824269466,347.452824265941,0.00156517400983364,10887.53,0.0289372
16.26028,0.3206941,0.6398395,0,14.01353,1.849614,-36.3871185170762,-36.3871185170712,-0.000019118380550802,347.088953092431,347.088953088903,0.00156498282603241,10891,0.02895285
16.27028,0.3203624,0.6398003,0,14.01353,1.845404,-36.3774426961914,-36.3774426961864,-0.0000190925319528876,346.725178673603,346.725178670072,0.00156479190071715,10894.47,0.0289685
16.28028,0.3200307,0.6397609,0,14.01353,1.8412,-36.3677787962358,-36.3677787962308,-0.0000190666890393152,346.361500893772,346.361500890238,0.00156460123383102,10897.93,0.02898415
16.29028,0.3196991,0.6397214,0,14.01353,1.837002,-36.3581307908525,-36.3581307908475,-0.0000190408593892075,345.997919593993,345.997919590456,0.00156441082524138,10901.39,0.02899979
16.30028,0.3193676,0.6396817,0,14.01353,1.83281,-36.3484986800415,-36.3484986800365,-0.0000190150505816872,345.63443461532,345.63443461178,0.00156422067473981,10904.85,0.02901543
16.31028,0.3190361,0.6396418,0,14.01353,1.828624,-36.3388784901597,-36.3388784901547,-0.000018989270195877,345.271045838543,345.271045835001,0.0015640307820421,10908.3,0.02903107
16.32028,0.3187048,0.6396019,0,14.01353,1.824446,-36.3292702212072,-36.3292702212022,-0.0000189635106526541,344.907753144454,344.907753140909,0.00156384114693981,10911.75,0.02904671
16.33028,0.3183735,0.6395617,0,14.01353,1.820273,-36.3196778468268,-36.3196778468219,-0.0000189377605833346,344.544556374107,344.544556370559,0.00156365176933821,10915.2,0.02906235
16.34028,0.3180422,0.6395214,0,14.01353,1.816106,-36.3101013670188,-36.3101013670139,-0.0000189120294618218,344.181455368556,344.181455365005,0.00156346264904782,10918.64,0.02907798
16.35028,0.3177111,0.6394809,0,14.01353,1.811946,-36.3005407817832,-36.3005407817783,-0.0000188863210776771,343.818449968855,343.818449965301,0.00156327378584126,10922.08,0.02909362
16.36028,0.3173801,0.6394403,0,14.01353,1.807792,-36.2909881438336,-36.2909881438287,-0.0000188606392204617,343.455540095531,343.455540091974,0.00156308517945327,10925.51,0.02910925
16.37028,0.3170491,0.6393995,0,14.01353,1.803645,-36.2814593477426,-36.2814593477377,-0.0000188349687319304,343.092725510166,343.092725506606,0.00156289682977016,10928.94,0.02912488
16.38028,0.3167181,0.6393586,0,14.01353,1.799503,-36.2719464462238,-36.2719464462189,-0.0000188093190859865,342.730006053814,342.730006050251,0.0015627087365835,10932.37,0.02914051
16.39028,0.3163873,0.6393175,0,14.01353,1.795368,-36.2624375183481,-36.2624375183432,-0.0000187836902826299,342.367381686739,342.367381683173,0.00156252089968487,10935.79,0.02915613
16.40028,0.3160565,0.6392763,0,14.01353,1.791238,-36.2529405114016,-36.2529405113967,-0.0000187580709531767,342.004852289731,342.004852286162,0.00156233331897953,10939.21,0.02917176
16.41028,0.3157258,0.6392348,0,14.01353,1.787116,-36.2434713199565,-36.2434713199517,-0.0000187324876245562,341.642417584635,341.642417581064,0.00156214599410747,10942.63,0.02918738
16.42028,0.3153952,0.6391932,0,14.01353,1.783,-36.2340100757977,-36.2340100757929,-0.0000187069118750585,341.280077491979,341.280077488405,0.0015619589249929,10946.04,0.029203
16.43028,0.3150647,0.6391515,0,14.01353,1.778889,-36.2245607525681,-36.2245607525633,-0.0000186813607577094,340.917831892553,340.917831888976,0.0015617721113895,10949.45,0.02921862
16.44028,0.3147343,0.6391096,0,14.01353,1.774785,-36.2151312975539,-36.2151312975491,-0.0000186558210090444,340.555680587675,340.555680584095,0.00156158555318358,10952.86,0.02923423
16.45028,0.3144039,0.6390675,0,14.01353,1.770687,-36.2057137634688,-36.205713763464,-0.0000186303096820895,340.193623458136,340.193623454553,0.00156139925009092,10956.26,0.02924985
16.46028,0.3140735,0.6390253,0,14.01353,1.766596,-36.1963002030269,-36.1963002030221,-0.0000186048135133799,339.831660464199,339.831660460613,0.00156121320195994,10959.66,0.02926546
16.47028,0.3137433,0.6389829,0,14.01353,1.762509,-36.1869065108003,-36.1869065107955,-0.0000185793287133543,339.469791407183,339.469791403594,0.00156102740867696,10963.05,0.02928107
16.48028,0.3134131,0.6389403,0,14.01353,1.75843,-36.1775287131461,-36.1775287131413,-0.0000185538780193808,339.108016128141,339.108016124549,0.00156084186990091,10966.44,0.02929668
16.49028,0.3130831,0.6388977,0,14.01353,1.754357,-36.1681707837072,-36.1681707837024,-0.0000185284386940914,338.746334428391,338.746334424796,0.00156065658551811,10969.83,0.02931229
16.50028,0.3127531,0.6388547,0,14.01353,1.75029,-36.1588208015543,-36.1588208015496,-0.0000185030202113893,338.384746228461,338.384746224863,0.00156047155532013,10973.21,0.02932789
16.51028,0.3124231,0.6388116,0,14.01353,1.746229,-36.1494906876169,-36.1494906876122,-0.000018477620676494,338.023251329668,338.023251326067,0.0015602867791175,10976.59,0.0293435
16.52028,0.3120932,0.6387684,0,14.01353,1.742174,-36.1401724946088,-36.1401724946041,-0.0000184522400894053,337.661849612803,337.661849609199,0.00156010225672073,10979.97,0.0293591
16.53028,0.3117634,0.638725,0,14.01353,1.738125,-36.1308701961729,-36.1308701961682,-0.00001842686897622,337.30054091892,337.300540915313,0.00155991798803509,10983.34,0.0293747
16.54028,0.3114337,0.6386815,0,14.01353,1.734083,-36.1215718713801,-36.1215718713754,-0.0000184015300743061,336.939325208283,336.939325204673,0.00155973397273846,10986.71,0.02939029
16.55028,0.3111041,0.6386378,0,14.01353,1.730046,-36.1123013620888,-36.1123013620841,-0.0000183761911723922,336.578202202737,336.578202199124,0.00155955021083084,10990.08,0.02940589
16.56028,0.3107745,0.6385939,0,14.01353,1.726016,-36.1030308527975,-36.1030308527928,-0.0000183508901660918,336.217171902282,336.217171898666,0.00155936670193328,10993.44,0.02942148
16.57028,0.310445,0.6385499,0,14.01353,1.721992,-36.0937802117216,-36.0937802117169,-0.0000183256005284753,335.856234108235,335.856234104616,0.00155918344593209,10996.8,0.02943708
16.58028,0.3101155,0.6385056,0,14.01353,1.717973,-36.084549438861,-36.0845494388564,-0.0000183003184699816,335.495388621915,335.495388618293,0.00155900044275148,11000.16,0.02945267
16.59028,0.3097862,0.6384612,0,14.01353,1.713962,-36.0753266132866,-36.075326613282,-0.0000182750780966626,335.134635363849,335.134635360224,0.0015588176919746,11003.51,0.02946826
16.60028,0.3094569,0.6384166,0,14.01353,1.709956,-36.0661196822845,-36.0661196822799,-0.0000182498490920276,334.773974175091,334.773974171463,0.00155863519348776,11006.85,0.02948384
16.61028,0.3091277,0.6383719,0,14.01353,1.705956,-36.0569326194978,-36.0569326194932,-0.0000182246314560767,334.413404856958,334.413404853327,0.00155845294717727,11010.2,0.02949943
16.62029,0.3087986,0.6383269,0,14.01353,1.701962,-36.0477376094249,-36.0477376094203,-0.0000181994308731518,334.052927488924,334.05292748529,0.00155827095287261,11013.54,0.02951501
16.63029,0.3084695,0.6382818,0,14.01353,1.697974,-36.0385823357828,-36.0385823357782,-0.0000181742511328142,333.692541673625,333.692541669987,0.00155808921036534,11016.88,0.02953059
16.64029,0.3081405,0.6382366,0,14.01353,1.693993,-36.0294270621406,-36.029427062136,-0.0000181490922350641,333.33224741106,333.332247407419,0.00155790771944705,11020.21,0.02954617
16.65029,0.3078116,0.6381912,0,14.01353,1.690017,-36.0202916567139,-36.0202916567093,-0.0000181239541799013,332.972044502547,332.972044498903,0.0015577264799093,11023.54,0.02956175
16.66029,0.3074828,0.6381456,0,14.01353,1.686048,-36.0111641985732,-36.0111641985686,-0.0000180988350725453,332.611932868613,332.611932864966,0.00155754549156262,11026.87,0.02957732
16.67029,0.307154,0.6380997,0,14.01353,1.682084,-36.0020566086479,-36.0020566086434,-0.0000180737216495313,332.251912310577,332.251912306927,0.00155736475435016,11030.19,0.0295929
16.68029,0.3068253,0.6380538,0,14.01353,1.678126,-35.9929649132949,-35.9929649132904,-0.0000180486309638853,331.891982669492,331.891982665839,0.00155718426804456,11033.51,0.02960847
16.69029,0.3064966,0.6380076,0,14.01353,1.674174,-35.9838692442989,-35.9838692442944,-0.000018023564910388,331.532143985095,331.532143981439,0.00155700403239948,11036.82,0.02962404
16.70029,0.306168,0.6379613,0,14.01353,1.670229,-35.9748093380906,-35.9748093380861,-0.0000179985196994781,331.172395899758,331.172395896099,0.00155682404720651,11040.13,0.02963961
16.71029,0.3058396,0.6379148,0,14.01353,1.666289,-35.9657494318822,-35.9657494318777,-0.000017973487752033,330.812738413481,330.812738409819,0.00155664431233301,11043.44,0.02965518
16.72029,0.3055112,0.6378682,0,14.01353,1.662357,-35.9567093938892,-35.9567093938847,-0.0000179484823315172,330.453171327583,330.453171323917,0.00155646482751371,11046.75,0.02967075
16.73029,0.3051829,0.6378213,0,14.01353,1.658429,-35.9476892241116,-35.9476892241071,-0.0000179234807005627,330.09369444338,330.093694439711,0.00155628559271071,11050.05,0.02968631
16.74029,0.3048546,0.6377743,0,14.01353,1.654507,-35.938673027977,-35.9386730279725,-0.0000178984999121957,329.734307721136,329.734307717464,0.00155610660771559,11053.34,0.02970187
16.75029,0.3045264,0.6377271,0,14.01353,1.650592,-35.9296608054854,-35.929660805481,-0.0000178735418611967,329.375011121115,329.37501111744,0.00155592787230097,11056.64,0.02971743
16.76029,0.3041982,0.6376797,0,14.01353,1.646682,-35.9206803721386,-35.9206803721342,-0.0000178486008632237,329.015804325426,329.015804321748,0.00155574938629633,11059.93,0.02973299
16.77029,0.3038702,0.6376321,0,14.01353,1.642778,-35.9117118597209,-35.9117118597165,-0.0000178236712339348,328.656687214859,328.656687211178,0.00155557114958797,11063.21,0.02974855
16.78029,0.3035422,0.6375844,0,14.01353,1.63888,-35.9027473209463,-35.9027473209419,-0.0000177987681315752,328.297659749678,328.297659745994,0.00155539316191063,11066.5,0.0297641
16.79029,0.3032143,0.6375364,0,14.01353,1.634989,-35.8938105976732,-35.8938105976688,-0.0000177738820822417,327.938721651728,327.93872164804,0.00155521542309378,11069.78,0.02977966
16.80029,0.3028864,0.6374883,0,14.01353,1.631103,-35.8848699007571,-35.8848699007527,-0.0000177490111911536,327.579872960744,327.579872957053,0.00155503793298584,11073.05,0.02979521
16.81029,0.3025587,0.63744,0,14.01353,1.627223,-35.8759490720563,-35.8759490720519,-0.0000177241611426528,327.221113478045,327.221113474351,0.00155486069137838,11076.33,0.02981076
16.82029,0.3022309,0.6373915,0,14.01353,1.623348,-35.867052085214,-35.8670520852096,-0.0000176993186732747,326.862442965213,326.862442961516,0.0015546836981956,11079.59,0.02982631
16.83029,0.3019033,0.6373429,0,14.01353,1.619482,-35.8581590720147,-35.8581590720103,-0.0000176745140995101,326.503861382512,326.503861378811,0.00155450695305856,11082.86,0.02984185
16.84029,0.3015758,0.637294,0,14.01353,1.615619,-35.8492899006738,-35.8492899006695,-0.0000176497095257454,326.145368491521,326.145368487817,0.00155433045596725,11086.12,0.0298574
16.85029,0.3012483,0.6372449,0,14.01353,1.611762,-35.840420729333,-35.8404207293287,-0.0000176249201102261,325.786964292242,325.786964288535,0.00155415420677009,11089.38,0.02987294
16.86029,0.3009208,0.6371957,0,14.01353,1.607911,-35.8315674525644,-35.8315674525601,-0.0000176001534320749,325.428648625728,325.428648622018,0.0015539782052397,11092.63,0.02988848
16.87029,0.3005935,0.6371463,0,14.01353,1.604067,-35.8227340440113,-35.822734044007,-0.0000175754113860724,325.070421293298,325.070421289585,0.00155380245112977,11095.88,0.02990402
16.88029,0.3002662,0.6370967,0,14.01353,1.600229,-35.8139125563873,-35.813912556383,-0.0000175506882878766,324.712282175743,324.712282172026,0.00155362694425081,11099.13,0.02991955
16.89029,0.299939,0.6370469,0,14.01353,1.596396,-35.8050990160496,-35.8050990160453,-0.0000175259784531455,324.354231193589,324.354231189869,0.0015534516844702,11102.37,0.02993509
16.90029,0.2996118,0.6369969,0,14.01353,1.592569,-35.7963093175702,-35.7963093175659,-0.0000175012799870984,323.996268108417,323.996268104694,0.00155327667167424,11105.61,0.02995062
16.91029,0.2992848,0.6369467,0,14.01353,1.588749,-35.7875196190909,-35.7875196190866,-0.0000174766099427614,323.638392920229,323.638392916502,0.00155310190557872,11108.85,0.02996616
16.92029,0.2989577,0.6368964,0,14.01353,1.584933,-35.778757736113,-35.7787577361087,-0.0000174519474775471,323.280605350868,323.280605347138,0.00155292738610785,11112.08,0.02998169
16.93029,0.2986308,0.6368458,0,14.01353,1.581124,-35.7699998267782,-35.769999826774,-0.0000174273001705781,322.922905360599,322.922905356866,0.00155275311311004,11115.31,0.02999721
16.94029,0.298304,0.636795,0,14.01353,1.577321,-35.7612498647296,-35.7612498647254,-0.0000174026831800999,322.565292869948,322.565292866212,0.00155257908628213,11118.54,0.03001274
16.95029,0.2979771,0.6367441,0,14.01353,1.573523,-35.7525277181825,-35.7525277181783,-0.000017378069979183,322.207767600762,322.207767597022,0.00155240530558622,11121.76,0.03002827
16.96029,0.2976504,0.6366929,0,14.01353,1.569732,-35.7438095452785,-35.7438095452743,-0.0000173534870947569,321.850329513302,321.850329509559,0.00155223177071915,11124.98,0.03004379
16.97029,0.2973237,0.6366416,0,14.01353,1.565945,-35.7351112405898,-35.7351112405856,-0.0000173289079998921,321.492978408887,321.492978405141,0.00155205848164302,11128.19,0.03005931
16.98029,0.2969972,0.6365901,0,14.01353,1.562165,-35.7264208831873,-35.7264208831831,-0.0000173043554319567,321.135714208045,321.135714204295,0.00155188543809257,11131.4,0.03007483
16.99029,0.2966706,0.6365384,0,14.01353,1.558391,-35.717738473071,-35.7177384730668,-0.000017279810443144,320.778536831301,320.778536827548,0.001551712639992,11134.61,0.03009035
17.00029,0.2963442,0.6364865,0,14.01353,1.554623,-35.7090799048131,-35.7090799048089,-0.0000172552976656027,320.421446040238,320.421446036482,0.0015515400870192,11137.82,0.03010586
17.01029,0.2960178,0.6364343,0,14.01353,1.55086,-35.7004332574844,-35.7004332574802,-0.0000172307905724034,320.064441715647,320.064441711887,0.00155136777911733,11141.02,0.03012138
17.02029,0.2956915,0.636382,0,14.01353,1.547102,-35.6917945574418,-35.6917945574377,-0.0000172062986374494,319.707523778053,319.70752377429,0.0015511957161348,11144.21,0.03013689
17.03029,0.2953652,0.6363295,0,14.01353,1.543352,-35.6831836729008,-35.6831836728967,-0.0000171818389137669,319.350691949304,319.350691945537,0.0015510238977495,11147.41,0.0301524
17.04029,0.295039,0.6362768,0,14.01353,1.539606,-35.6745608674305,-35.6745608674264,-0.0000171573810848651,318.993946348607,318.993946344837,0.00155085232394249,11150.6,0.03016791
17.05029,0.294713,0.6362239,0,14.01353,1.535866,-35.6659698511049,-35.6659698511008,-0.0000171329403089892,318.637286658071,318.637286654298,0.00155068099454323,11153.78,0.03018342
17.0603,0.2943869,0.6361708,0,14.01353,1.532133,-35.6573907557084,-35.6573907557043,-0.0000171085298496042,318.280712758488,318.280712754711,0.00155050990924856,11156.96,0.03019893
17.0703,0.2940609,0.6361175,0,14.01353,1.528405,-35.6488156339551,-35.648815633951,-0.0000170841288641224,317.92422461012,317.92422460634,0.00155033906796374,11160.14,0.03021443
